,person_id,id,name,role
26946,34535,tm187412,Geoff Murphy,DIRECTOR
26948,13517,tm28145,Joel Gallen,DIRECTOR
26959,99822,tm188142,Marc Levin,DIRECTOR
26977,45525,tm117765,Robert Butler,DIRECTOR
26996,74796,tm26804,Gillies MacKinnon,DIRECTOR
26997,260299,tm313863,Shari Cookson,DIRECTOR
26999,493760,tm364859,Bud Greenspan,DIRECTOR
27004,458948,tm6907,Michael Toshiyuki Uno,DIRECTOR
27006,493760,tm364869,Bud Greenspan,DIRECTOR
27008,196088,tm313882,Vince DiPersio,DIRECTOR
27009,74646,tm313882,Bill Guttentag,DIRECTOR
27014,85777,tm371066,Keith Truesdell,DIRECTOR
27023,336665,tm164662,Amy Schatz,DIRECTOR
27028,451773,tm47280,Steve Stern,DIRECTOR
27029,189424,tm47280,George Roy,DIRECTOR
27035,407628,tm767074,Michael Sporn,DIRECTOR
27037,85777,tm452504,Keith Truesdell,DIRECTOR
27044,407628,tm752842,Michael Sporn,DIRECTOR
27137,2354,tm50154,Chris Columbus,DIRECTOR
27259,1283,tm44313,Peter Jackson,DIRECTOR
27306,2783,tm68666,Joel Coen,DIRECTOR
27307,2781,tm68666,Ethan Coen,DIRECTOR
27442,1725,tm56184,Christopher Nolan,DIRECTOR
27469,4096,tm116191,Spike Jonze,DIRECTOR
27595,7900,tm57843,Louis Leterrier,DIRECTOR
27665,10009,tm173412,Joe Wright,DIRECTOR
27774,1725,tm167206,Christopher Nolan,DIRECTOR
27823,26781,tm48297,Hayao Miyazaki,DIRECTOR
27863,33023,tm51923,Richard Kelly,DIRECTOR
27938,6315,tm38774,Steven Soderbergh,DIRECTOR
27957,14235,tm117723,Joel Zwick,DIRECTOR
28034,3308,tm27911,Martin Scorsese,DIRECTOR
28082,1725,tm92641,Christopher Nolan,DIRECTOR
28144,8864,tm144250,Peter Weir,DIRECTOR
28179,4591,tm145132,Ridley Scott,DIRECTOR
28224,2266,tm137220,Quentin Tarantino,DIRECTOR
28235,20099,tm133067,Duncan Jones,DIRECTOR
28277,5664,tm84301,Chris Miller,DIRECTOR
28318,8658,tm89663,Nick Cassavetes,DIRECTOR
28379,5572,tm108160,Doug Liman,DIRECTOR
28476,7883,tm88729,Michael Mann,DIRECTOR
28583,3074,tm74317,Michael Bay,DIRECTOR
28607,2709,tm88465,James Wan,DIRECTOR
28695,9756,tm137072,Todd Phillips,DIRECTOR
28729,1784,tm173562,Francis Lawrence,DIRECTOR
28758,18865,tm119115,Fernando Meirelles,DIRECTOR
28799,2070,tm41933,Joe Johnston,DIRECTOR
28829,26827,tm74871,Craig Gillespie,DIRECTOR
28887,11977,tm101190,Ben Affleck,DIRECTOR
28914,4227,tm110638,Danny Boyle,DIRECTOR
28965,8212,tm160815,Tim Burton,DIRECTOR
29084,20194,tm119082,Rob Marshall,DIRECTOR
29146,10009,tm75465,Joe Wright,DIRECTOR
29199,8212,tm82467,Tim Burton,DIRECTOR
29236,1922,tm148548,Robert Schwentke,DIRECTOR
29271,2354,tm184032,Chris Columbus,DIRECTOR
29349,10740,tm184362,James McTeigue,DIRECTOR
29391,26781,tm79928,Hayao Miyazaki,DIRECTOR
29430,14595,tm134144,F. Gary Gray,DIRECTOR
29477,1922,tm101597,Robert Schwentke,DIRECTOR
29506,5306,tm166990,David Dobkin,DIRECTOR
29565,4239,tm86278,Alfonso Cuarón,DIRECTOR
29608,4505,tm154187,Guy Ritchie,DIRECTOR
29675,31566,tm27163,Spike Lee,DIRECTOR
29743,8555,tm163863,Judd Apatow,DIRECTOR
29782,4591,tm35465,Ridley Scott,DIRECTOR
29820,4763,tm85114,Roland Emmerich,DIRECTOR
29846,18214,tm129800,Gurinder Chadha,DIRECTOR
29888,5862,tm58787,Bill Paxton,DIRECTOR
29908,31839,tm44723,Nacho Vigalondo,DIRECTOR
29963,9972,tm133732,Len Wiseman,DIRECTOR
29992,111352,tm160762,Rob McKittrick,DIRECTOR
30060,4507,tm93845,Matthew Vaughn,DIRECTOR
30112,3349,tm36606,Matt Reeves,DIRECTOR
30197,22977,tm139142,Mark Steven Johnson,DIRECTOR
30249,24502,tm95252,Allen Hughes,DIRECTOR
30250,52010,tm95252,Albert Hughes,DIRECTOR
30353,12423,tm34471,Cameron Crowe,DIRECTOR
30406,3645,tm94303,Paul Haggis,DIRECTOR
30482,2354,tm109994,Chris Columbus,DIRECTOR
30523,61435,tm36945,Kiyoshi Kurosawa,DIRECTOR
30570,5565,tm92758,Paul Greengrass,DIRECTOR
30591,14595,tm133809,F. Gary Gray,DIRECTOR
30641,1725,tm108332,Christopher Nolan,DIRECTOR
30670,24568,tm129616,Rob Zombie,DIRECTOR
30713,33234,tm32039,Justin Lin,DIRECTOR
30759,18526,tm79639,James Mangold,DIRECTOR
30771,1681,tm181571,Jon Favreau,DIRECTOR
30801,20778,tm85941,J. Mackye Gruber,DIRECTOR
30802,20779,tm85941,Eric Bress,DIRECTOR
30837,16663,tm68758,Lee Tamahori,DIRECTOR
30888,21668,tm33947,Sharon Maguire,DIRECTOR
30924,8024,tm92889,Guillermo del Toro,DIRECTOR
30952,8456,tm37483,Ivan Reitman,DIRECTOR
30977,4096,tm144224,Spike Jonze,DIRECTOR
31084,1283,tm115982,Peter Jackson,DIRECTOR
31095,352307,tm171033,Panos Cosmatos,DIRECTOR
31174,9898,tm178628,Mike Newell,DIRECTOR
31216,4994,tm80908,Marc Forster,DIRECTOR
31262,11427,tm29385,Peyton Reed,DIRECTOR
31284,3891,tm116418,Kurt Wimmer,DIRECTOR
31380,11977,tm81013,Ben Affleck,DIRECTOR
31449,3308,tm86637,Martin Scorsese,DIRECTOR
31481,81044,tm151065,Juan José Campanella,DIRECTOR
31541,6050,tm139536,Clint Eastwood,DIRECTOR
31601,1784,tm70807,Francis Lawrence,DIRECTOR
31633,24568,tm165719,Rob Zombie,DIRECTOR
31702,6315,tm85992,Steven Soderbergh,DIRECTOR
31725,46246,tm98014,Quentin Dupieux,DIRECTOR
31826,1587,tm34805,Darren Aronofsky,DIRECTOR
31867,5763,tm112537,Brett Ratner,DIRECTOR
31951,9181,tm30505,M. Night Shyamalan,DIRECTOR
31984,2266,tm89040,Quentin Tarantino,DIRECTOR
32021,5047,tm137143,Jonathan Mostow,DIRECTOR
32047,23933,tm133241,Mike Judge,DIRECTOR
32103,6050,tm84441,Clint Eastwood,DIRECTOR
32134,11847,tm30909,Wolfgang Petersen,DIRECTOR
32198,3042,tm183790,Eli Roth,DIRECTOR
32273,26576,tm151038,Ken Kwapis,DIRECTOR
32296,5238,tm89811,David O. Russell,DIRECTOR
32332,33157,tm46205,Michael Haneke,DIRECTOR
32350,6315,tm106814,Steven Soderbergh,DIRECTOR
32420,6738,tm87132,Phillip Noyce,DIRECTOR
32452,7617,tm28648,Anne Fletcher,DIRECTOR
32478,26781,tm35255,Hayao Miyazaki,DIRECTOR
32501,5857,tm45952,Stephen Sommers,DIRECTOR
32547,4505,tm184028,Guy Ritchie,DIRECTOR
32599,12717,tm150977,Burr Steers,DIRECTOR
32631,55831,tm81685,Tommy O'Haver,DIRECTOR
32672,14299,tm171329,Roger Kumble,DIRECTOR
32675,5368,ts22181,Tim Heidecker,DIRECTOR
32676,768663,ts22181,Jonathan Krisel,DIRECTOR
32677,85432,ts22181,Eric Wareheim,DIRECTOR
32706,25418,tm39828,Kent Alterman,DIRECTOR
32761,4913,tm90196,Frank Oz,DIRECTOR
32781,31148,tm117515,Julie Taymor,DIRECTOR
32863,6315,tm82525,Steven Soderbergh,DIRECTOR
32893,2240,tm111045,Rob Cohen,DIRECTOR
32996,9768,tm170739,Catherine Hardwicke,DIRECTOR
33065,20959,tm192561,Will Speck,DIRECTOR
33066,20958,tm192561,Josh Gordon,DIRECTOR
33114,1283,tm178788,Peter Jackson,DIRECTOR
33158,52261,tm79234,Juan Carlos Fresnadillo,DIRECTOR
33237,1283,tm142381,Peter Jackson,DIRECTOR
33278,28081,tm54146,John Patrick Shanley,DIRECTOR
33301,12043,tm76196,D. J. Caruso,DIRECTOR
33361,4875,tm144798,David Yates,DIRECTOR
33411,6587,tm154470,McG,DIRECTOR
33494,4875,tm85382,David Yates,DIRECTOR
33515,20958,tm95770,Josh Gordon,DIRECTOR
33516,20959,tm95770,Will Speck,DIRECTOR
33626,1324,tm179462,Ron Howard,DIRECTOR
33713,6050,tm62219,Clint Eastwood,DIRECTOR
33742,16588,tm54001,Stephen Daldry,DIRECTOR
33755,66025,tm59586,Rocco Urbisci,DIRECTOR
33774,25298,tm46436,Steve Beck,DIRECTOR
33793,7089,tm32719,Nicolas Winding Refn,DIRECTOR
33818,593002,tm59936,Peter Sollett,DIRECTOR
33840,18883,tm92414,Alex Proyas,DIRECTOR
33924,7684,tm37546,George Miller,DIRECTOR
33951,9181,tm101053,M. Night Shyamalan,DIRECTOR
33997,10978,tm144685,Greg Mottola,DIRECTOR
34008,19017,tm40988,Eric Brevig,DIRECTOR
34037,12827,tm180185,Scott Derrickson,DIRECTOR
34111,17235,tm26724,Edward Zwick,DIRECTOR
34150,6341,tm75563,Peter Farrelly,DIRECTOR
34151,6342,tm75563,Bobby Farrelly,DIRECTOR
34189,11002,tm129228,Peter Segal,DIRECTOR
34290,4875,tm91787,David Yates,DIRECTOR
34340,6050,tm48591,Clint Eastwood,DIRECTOR
34385,18474,tm79929,David Mamet,DIRECTOR
34412,16168,tm167516,Robert Luketic,DIRECTOR
34426,45940,tm79484,Paul McGuigan,DIRECTOR
34461,11173,tm145564,Christopher Guest,DIRECTOR
34503,8969,tm36224,Dennis Dugan,DIRECTOR
34552,27070,tm97019,Gareth Edwards,DIRECTOR
34562,32926,tm90452,André Øvredal,DIRECTOR
34591,25210,tm97428,Anand Tucker,DIRECTOR
34626,26576,tm175578,Ken Kwapis,DIRECTOR
34648,17687,tm168017,Bennett Miller,DIRECTOR
34688,5892,tm32196,Olivier Megaton,DIRECTOR
34704,9104,tm44263,Greg Coolidge,DIRECTOR
34774,12827,tm47554,Scott Derrickson,DIRECTOR
34820,1283,tm437275,Peter Jackson,DIRECTOR
34869,8749,tm50009,John Moore,DIRECTOR
34871,85432,ts9926,Eric Wareheim,DIRECTOR
34872,5368,ts9926,Tim Heidecker,DIRECTOR
34897,25429,tm141390,Marcus Nispel,DIRECTOR
34926,13482,tm82620,Terry George,DIRECTOR
34943,5268,tm173414,Robert Rodriguez,DIRECTOR
35037,11002,tm45454,Peter Segal,DIRECTOR
35082,26396,tm150214,Ronny Yu,DIRECTOR
35116,598595,tm131792,Stephen Norrington,DIRECTOR
35128,103918,tm82128,David Attwood,DIRECTOR
35183,16817,tm114756,Joel Schumacher,DIRECTOR
35217,95729,tm102337,Samuel Bayer,DIRECTOR
35237,32798,tm42224,Carter Smith,DIRECTOR
35285,15245,tm134169,Anthony Minghella,DIRECTOR
35321,5763,tm37245,Brett Ratner,DIRECTOR
35346,18526,tm44875,James Mangold,DIRECTOR
35377,20777,tm25440,David R. Ellis,DIRECTOR
35422,33840,tm23177,Kevin Reynolds,DIRECTOR
35480,16141,tm92165,Jonathan Glazer,DIRECTOR
35575,5215,tm11,Lilly Wachowski,DIRECTOR
35576,5216,tm11,Lana Wachowski,DIRECTOR
35595,2104,tm81280,Phil Tippett,DIRECTOR
35652,30815,tm76258,Tim Hill,DIRECTOR
35697,1321,tm33765,Matthew O'Callaghan,DIRECTOR
35714,45588,tm96622,Sylvain White,DIRECTOR
35768,19796,tm54570,Dominic Sena,DIRECTOR
35798,35464,tm82442,Kevin Munroe,DIRECTOR
35823,16588,tm108290,Stephen Daldry,DIRECTOR
35844,21155,tm65420,Andy Tennant,DIRECTOR
35959,9898,tm133501,Mike Newell,DIRECTOR
36028,596149,tm117927,Ed Decter,DIRECTOR
36061,1086,tm36771,Sean Anders,DIRECTOR
36073,21038,tm52301,John A. Davis,DIRECTOR
36131,27674,tm98277,Mick Jackson,DIRECTOR
36178,5047,tm152577,Jonathan Mostow,DIRECTOR
36236,65565,tm34541,Denny Tedesco,DIRECTOR
36321,1555,tm118379,Perry Andelin Blake,DIRECTOR
36349,22718,tm105233,Barbet Schroeder,DIRECTOR
36408,5215,tm12,Lilly Wachowski,DIRECTOR
36409,5216,tm12,Lana Wachowski,DIRECTOR
36452,11427,tm134833,Peyton Reed,DIRECTOR
36473,19930,tm92718,Rodrigo Cortés,DIRECTOR
36496,17326,tm138031,Thomas Guard,DIRECTOR
36497,17324,tm138031,Charles Guard,DIRECTOR
36550,11473,tm169312,Terry Gilliam,DIRECTOR
36575,1324,tm133508,Ron Howard,DIRECTOR
36597,1338567,tm185218,Andrzej Bartkowiak,DIRECTOR
36641,1516,tm115611,Chuck Russell,DIRECTOR
36667,13233,tm83755,Bob Odenkirk,DIRECTOR
36684,46428,tm33065,Toby Wilkins,DIRECTOR
36740,21029,tm159901,John Pasquin,DIRECTOR
36763,53818,tm108984,Morgan J. Freeman,DIRECTOR
36809,6976,tm40566,Baz Luhrmann,DIRECTOR
36876,83601,tm151174,Troy Duffy,DIRECTOR
36924,3645,tm104229,Paul Haggis,DIRECTOR
36960,2825,tm27397,Bryan Singer,DIRECTOR
37003,15652,tm34528,Chris Carter,DIRECTOR
37023,4994,tm37537,Marc Forster,DIRECTOR
37082,71285,tm96586,Pitof,DIRECTOR
37116,18307,tm2233,Renny Harlin,DIRECTOR
37176,7900,tm178873,Louis Leterrier,DIRECTOR
37210,7059,tm45395,David Koepp,DIRECTOR
37230,71137,tm55774,Larry Clark,DIRECTOR
37292,44914,tm36583,Michael Patrick King,DIRECTOR
37334,26617,tm108747,Wayne Wang,DIRECTOR
37367,11173,tm24083,Christopher Guest,DIRECTOR
37388,14217,tm183955,Kirk Jones,DIRECTOR
37411,4767,tm138022,Patrick Tatopoulos,DIRECTOR
37435,23222,tm164111,Walter Salles,DIRECTOR
37441,106957,tm184756,Luc Jacquet,DIRECTOR
37473,12172,tm141684,Bobcat Goldthwait,DIRECTOR
37492,6587,tm32144,McG,DIRECTOR
37525,20385,tm129256,Peter Chung,DIRECTOR
37526,20386,tm129256,Yoshiaki Kawajiri,DIRECTOR
37527,20387,tm129256,Takeshi Koike,DIRECTOR
37528,20388,tm129256,Mahiro Maeda,DIRECTOR
37529,20389,tm129256,Koji Morimoto,DIRECTOR
37530,20390,tm129256,Shinichiro Watanabe,DIRECTOR
37531,353038,tm129256,Andrew R. Jones,DIRECTOR
37554,10913,tm112860,Roger Avary,DIRECTOR
37573,26894,tm55814,Frank Pierson,DIRECTOR
37588,18307,tm85087,Renny Harlin,DIRECTOR
37594,91755,tm146988,Andrew Jarecki,DIRECTOR
37602,41586,tm102394,Hiromasa Yonebayashi,DIRECTOR
37639,25323,tm136548,Dennie Gordon,DIRECTOR
37651,10036,tm47507,Michael Cristofer,DIRECTOR
37680,26809,tm35198,Stephen Frears,DIRECTOR
37696,92377,tm97583,Massy Tadjedin,DIRECTOR
37754,21549,tm89935,Jimmy Hayward,DIRECTOR
37811,6195,tm81030,Chris Weitz,DIRECTOR
37834,3891,tm31362,Kurt Wimmer,DIRECTOR
37857,397612,tm36634,Goran Dukic,DIRECTOR
37898,32546,tm27160,Marcel Langenegger,DIRECTOR
37939,20730,tm88216,Peter Chelsom,DIRECTOR
37995,25878,tm132321,Steve Carr,DIRECTOR
38025,19387,tm114723,Callie Khouri,DIRECTOR
38041,32450,tm161134,Rupert Wainwright,DIRECTOR
38085,16168,tm101073,Robert Luketic,DIRECTOR
38104,8749,tm26071,John Moore,DIRECTOR
38148,18336,tm134606,Mark Waters,DIRECTOR
38216,32437,tm129056,Wayne Kramer,DIRECTOR
38252,33256,tm57186,James Gray,DIRECTOR
38291,28805,tm35668,Anthony Russo,DIRECTOR
38292,28806,tm35668,Joe Russo,DIRECTOR
38303,97284,tm140640,Gareth Carrivick,DIRECTOR
38340,33168,tm38360,Peter Cattaneo,DIRECTOR
38362,24946,tm143774,Shari Springer Berman,DIRECTOR
38363,24947,tm143774,Robert Pulcini,DIRECTOR
38379,12992,tm34956,Jonathan Levine,DIRECTOR
38399,92186,tm144245,Peter Cornwell,DIRECTOR
38424,26363,tm100704,Pierre Morel,DIRECTOR
38460,1499,tm89071,Kevin Smith,DIRECTOR
38474,20347,tm174903,Gus Van Sant,DIRECTOR
38524,5763,tm79984,Brett Ratner,DIRECTOR
38552,10986,tm144966,Michael Sucsy,DIRECTOR
38596,5763,tm83176,Brett Ratner,DIRECTOR
38627,36145,tm34270,Gina Prince-Bythewood,DIRECTOR
38649,12043,tm186683,D. J. Caruso,DIRECTOR
38652,25468,tm33176,Hironobu Sakaguchi,DIRECTOR
38653,25469,tm33176,Motonori Sakakibara,DIRECTOR
38681,36720,tm99952,Nanette Burstein,DIRECTOR
38701,11605,tm101263,Robert Redford,DIRECTOR
38724,5606,tm93225,Zack Snyder,DIRECTOR
38768,16663,tm168586,Lee Tamahori,DIRECTOR
38796,17793,tm138698,Will Gluck,DIRECTOR
38837,23009,tm24007,Michael Caton-Jones,DIRECTOR
38871,5964,tm27946,Jon Avnet,DIRECTOR
38886,99618,tm116967,Hiroyuki Morita,DIRECTOR
38897,139487,tm45525,Goro Miyazaki,DIRECTOR
38942,100183,tm140359,Bruno Barreto,DIRECTOR
38965,598102,tm102257,Brandon Vietti,DIRECTOR
39007,15092,tm78821,Zach Helm,DIRECTOR
39021,1338567,tm143241,Andrzej Bartkowiak,DIRECTOR
39077,5455,tm46283,Billy Crystal,DIRECTOR
39085,45181,tm34124,Catherine Breillat,DIRECTOR
39105,351649,tm108302,Troy Nixey,DIRECTOR
39117,31093,tm37730,Kelly Reichardt,DIRECTOR
39141,15116,tm110027,Gregory Hoblit,DIRECTOR
39161,37676,tm117674,Marcus Raboy,DIRECTOR
39167,12063,tm70954,Kenneth Branagh,DIRECTOR
39221,55685,tm91111,Omar Naim,DIRECTOR
39242,11520,tm176518,Jeff Wadlow,DIRECTOR
39248,162611,tm102621,Ezra Edelman,DIRECTOR
39270,27532,tm76394,Jay Russell,DIRECTOR
39303,28806,tm121029,Joe Russo,DIRECTOR
39304,28805,tm121029,Anthony Russo,DIRECTOR
39331,30336,tm68371,James Foley,DIRECTOR
39341,139509,ts25656,Thurop Van Orman,DIRECTOR
39430,21536,tm112879,Roger Michell,DIRECTOR
39492,18051,tm141441,Joe Dante,DIRECTOR
39506,26809,tm112006,Stephen Frears,DIRECTOR
39526,23486,tm36454,Anna Boden,DIRECTOR
39527,23485,tm36454,Ryan Fleck,DIRECTOR
39556,66870,tm117392,Patricia Cardoso,DIRECTOR
39585,8106,tm49384,Richard Eyre,DIRECTOR
39607,19640,tm105967,Richard Loncraine,DIRECTOR
39643,9436,tm45476,Luke Greenfield,DIRECTOR
39668,48621,tm136150,John Eng,DIRECTOR
39669,37300,tm136150,Norton Virgien,DIRECTOR
39688,5267,tm31194,Frank Miller,DIRECTOR
39703,85432,ts22273,Eric Wareheim,DIRECTOR
39704,5368,ts22273,Tim Heidecker,DIRECTOR
39723,19017,tm103227,Eric Brevig,DIRECTOR
39750,24990,tm80704,Joseph Ruben,DIRECTOR
39758,51476,tm87062,Joseph Sargent,DIRECTOR
39787,7382,tm134033,Tyler Perry,DIRECTOR
39848,6342,tm134190,Bobby Farrelly,DIRECTOR
39849,6341,tm134190,Peter Farrelly,DIRECTOR
39876,48637,tm54353,Sanaa Hamri,DIRECTOR
39933,40207,tm85794,Beeban Kidron,DIRECTOR
39963,41636,tm101890,John Cameron Mitchell,DIRECTOR
39993,40322,tm74269,Andrew Fleming,DIRECTOR
40020,224,tm143645,Rob Reiner,DIRECTOR
40032,900,tm152458,Ross Katz,DIRECTOR
40048,33783,tm179400,Ben Younger,DIRECTOR
40067,64699,tm152567,Thaddeus O'Sullivan,DIRECTOR
40098,3809,tm134699,Antoine Fuqua,DIRECTOR
40137,7382,tm25895,Tyler Perry,DIRECTOR
40188,44914,tm98508,Michael Patrick King,DIRECTOR
40232,5104,tm110295,Walter Hill,DIRECTOR
40268,14307,tm49000,Gary Fleder,DIRECTOR
40298,12717,tm105088,Burr Steers,DIRECTOR
40320,15018,tm21458,Peter Hewitt,DIRECTOR
40337,7382,tm78439,Tyler Perry,DIRECTOR
40362,23270,tm76385,Philip G. Atwell,DIRECTOR
40375,39622,tm183177,Darren Grant,DIRECTOR
40402,7206,tm138256,Danny DeVito,DIRECTOR
40422,590681,tm134661,Shawn Levy,DIRECTOR
40439,24589,tm183765,Florent-Emilio Siri,DIRECTOR
40474,66977,tm72682,Yves Simoneau,DIRECTOR
40495,111351,tm145331,Jeff Balis,DIRECTOR
40508,64608,tm23909,Marty Callner,DIRECTOR
40509,12016,tm23909,Dane Cook,DIRECTOR
40512,69952,tm55883,Mark Cowen,DIRECTOR
40542,18789,tm181725,Stephen Herek,DIRECTOR
40563,20386,tm46210,Yoshiaki Kawajiri,DIRECTOR
40564,35808,tm46210,Yasuhiro Aoki,DIRECTOR
40565,35811,tm46210,Futoshi Higashide,DIRECTOR
40566,35812,tm46210,Toshiyuki Kubooka,DIRECTOR
40567,35813,tm46210,Hiroshi Morioka,DIRECTOR
40568,35814,tm46210,Jong-Sik Nam,DIRECTOR
40569,35815,tm46210,Shoujirou Nishimi,DIRECTOR
40586,7382,tm92781,Tyler Perry,DIRECTOR
40627,1338567,tm130875,Andrzej Bartkowiak,DIRECTOR
40649,13517,tm86979,Joel Gallen,DIRECTOR
40666,13626,tm150437,Danny Leiner,DIRECTOR
40702,16208,tm25742,Tom Vaughan,DIRECTOR
40708,64608,tm152729,Marty Callner,DIRECTOR
40764,10437,tm95501,Barry Levinson,DIRECTOR
40784,32661,tm183239,Courtney Solomon,DIRECTOR
40806,7194,tm30577,Jay Roach,DIRECTOR
40808,67028,tm97396,Fenton Bailey,DIRECTOR
40809,67029,tm97396,Randy Barbato,DIRECTOR
40831,90909,tm32049,Mort Nathan,DIRECTOR
40843,14599,tm168673,Michael Goguen,DIRECTOR
40860,27031,tm87234,Joshua Marston,DIRECTOR
40881,14299,tm94347,Roger Kumble,DIRECTOR
40896,24538,tm166246,Brian Levant,DIRECTOR
40953,597833,tm87965,Nick Hurran,DIRECTOR
40983,26509,tm165609,Frederik Du Chau,DIRECTOR
41004,12837,tm26793,Keenen Ivory Wayans,DIRECTOR
41037,40781,tm28679,Hal Hartley,DIRECTOR
41060,12063,tm29667,Kenneth Branagh,DIRECTOR
41081,27098,tm95959,Sam Liu,DIRECTOR
41082,25160,tm95959,Lauren Montgomery,DIRECTOR
41087,94640,ts33361,John Lee,DIRECTOR
41088,88588,ts33361,Vernon Chatman,DIRECTOR
41099,12980,tm112750,Tommy Lee Wallace,DIRECTOR
41123,59868,tm143495,J.T. Petty,DIRECTOR
41140,28334,tm38781,Mike Nichols,DIRECTOR
41177,24318,tm81928,Peter Howitt,DIRECTOR
41190,68969,tm30554,Leon Ichaso,DIRECTOR
41202,590498,tm22730,Bharat Nalluri,DIRECTOR
41220,144326,tm42730,Götz Spielmann,DIRECTOR
41239,8055,tm80927,Sidney Lumet,DIRECTOR
41250,29954,tm134243,Neil Jordan,DIRECTOR
41271,27098,tm152536,Sam Liu,DIRECTOR
41296,13482,tm79740,Terry George,DIRECTOR
41325,24946,tm97357,Shari Springer Berman,DIRECTOR
41326,24947,tm97357,Robert Pulcini,DIRECTOR
41362,46452,tm142075,James Ivory,DIRECTOR
41371,45473,tm35537,Jean de Segonzac,DIRECTOR
41380,63726,tm80042,Jeffrey Blitz,DIRECTOR
41404,117866,tm112998,Jeff McGrath,DIRECTOR
41405,69146,tm112998,Cathy Malkasian,DIRECTOR
41441,396439,tm37320,Paul Bolger,DIRECTOR
41469,144733,tm45576,Lucrecia Martel,DIRECTOR
41482,128432,tm163430,David Steiman,DIRECTOR
41498,598102,tm72390,Brandon Vietti,DIRECTOR
41499,15285,tm72390,Bruce Timm,DIRECTOR
41500,25160,tm72390,Lauren Montgomery,DIRECTOR
41524,39469,tm48975,Teddy Chan,DIRECTOR
41539,45397,tm89147,Katja von Garnier,DIRECTOR
41565,82594,tm29990,Tony Leondis,DIRECTOR
41594,34437,tm129627,Clare Kilner,DIRECTOR
41617,43959,tm134574,Curt Geda,DIRECTOR
41618,37978,tm134574,Tim Maltby,DIRECTOR
41640,7382,tm82836,Tyler Perry,DIRECTOR
41647,56835,tm96442,Marc Forby,DIRECTOR
41657,25160,tm102440,Lauren Montgomery,DIRECTOR
41658,620043,tm185420,Brent Renaud,DIRECTOR
41659,620047,tm185420,Craig Renaud,DIRECTOR
41671,16652,tm80812,Susanne Bier,DIRECTOR
41697,66773,tm107901,Bruce McCulloch,DIRECTOR
41699,66837,tm73633,Beth McCarthy-Miller,DIRECTOR
41710,7382,tm146099,Tyler Perry,DIRECTOR
41722,7382,tm103706,Tyler Perry,DIRECTOR
41757,33599,tm89836,Bart Freundlich,DIRECTOR
41758,210484,tm21185,Lauren Greenfield,DIRECTOR
41769,39652,tm43081,Courtney Hunt,DIRECTOR
41798,261412,tm83739,Zoe R. Cassavetes,DIRECTOR
41809,52985,tm73380,Michael Chang,DIRECTOR
41810,112445,tm73380,Ben Jones,DIRECTOR
41811,112443,tm73380,Matt Youngberg,DIRECTOR
41818,198874,tm87404,Jim McKay,DIRECTOR
41822,109097,ts18292,Matt Maiellaro,DIRECTOR
41845,95302,tm77404,Vadim Perelman,DIRECTOR
41865,25878,tm73130,Steve Carr,DIRECTOR
41867,64608,tm185476,Marty Callner,DIRECTOR
41877,66848,tm41011,Lian Lunson,DIRECTOR
41942,25878,tm46348,Steve Carr,DIRECTOR
41957,49221,tm58727,Joe Sichta,DIRECTOR
41964,53148,tm19694,Albert Maysles,DIRECTOR
41965,110963,tm19694,David Maysles,DIRECTOR
42036,28395,tm101596,Chris D'Arienzo,DIRECTOR
42051,55925,tm166961,Fred Schepisi,DIRECTOR
42074,18470,tm113510,John Frankenheimer,DIRECTOR
42100,49382,tm77370,Nick Hamm,DIRECTOR
42113,117549,tm90801,Jehane Noujaim,DIRECTOR
42126,22658,tm129730,Bruce Beresford,DIRECTOR
42128,417662,tm55092,Arthur Ginsberg,DIRECTOR
42146,31380,tm50584,Philip Martin,DIRECTOR
42163,25160,tm145092,Lauren Montgomery,DIRECTOR
42178,5822,tm54947,Noam Murro,DIRECTOR
42180,66094,tm150549,John Moffitt,DIRECTOR
42193,55435,tm23583,Chuck Sheetz,DIRECTOR
42210,35191,tm38662,Dave Bullock,DIRECTOR
42228,30469,tm151078,Bill Duke,DIRECTOR
42240,17810,tm21350,Scott Z. Burns,DIRECTOR
42280,65671,tm104339,Moisés Kaufman,DIRECTOR
42291,19640,tm102092,Richard Loncraine,DIRECTOR
42298,33903,tm77177,Stephen Poliakoff,DIRECTOR
42299,1117440,tm65792,Melanie Perkins-McLaughlin,DIRECTOR
42301,65889,tm92367,Rory Kennedy,DIRECTOR
42306,52740,tm70435,Charles Ferguson,DIRECTOR
42358,51476,tm172690,Joseph Sargent,DIRECTOR
42379,14135,tm41365,Kirk DeMicco,DIRECTOR
42385,67639,tm89573,Darrell James Roodt,DIRECTOR
42397,216,tm36246,Bob Balaban,DIRECTOR
42412,24538,tm140790,Brian Levant,DIRECTOR
42427,29232,tm56516,Sam Weisman,DIRECTOR
42441,17478,tm61054,Norman Jewison,DIRECTOR
42471,31043,tm142981,Franck Khalfoun,DIRECTOR
42494,170131,tm138489,John Hindman,DIRECTOR
42510,56875,tm116926,Mark Malone,DIRECTOR
42523,135580,tm85312,Daniel Percival,DIRECTOR
42539,24538,tm94235,Brian Levant,DIRECTOR
42566,103146,tm58501,Craig Shapiro,DIRECTOR
42568,64608,tm55708,Marty Callner,DIRECTOR
42579,13138,tm119950,Matt Dillon,DIRECTOR
42581,69510,tm92918,Jon Alpert,DIRECTOR
42582,69509,tm92918,Ellen Goosenberg Kent,DIRECTOR
