,person_id,id,name,role
13008,254386,tm70124,Jun Fukuda,DIRECTOR
13038,151855,tm112171,Hiroshi Inagaki,DIRECTOR
13053,102299,tm94918,Michael Schultz,DIRECTOR
13071,71801,tm58585,Roberto Rossellini,DIRECTOR
13096,12074,tm188620,François Truffaut,DIRECTOR
13123,72347,tm60583,Tony Richardson,DIRECTOR
13142,15802,tm16311,David Lean,DIRECTOR
13158,525149,tm12185,Howard Alk,DIRECTOR
13179,32174,tm74372,Elia Kazan,DIRECTOR
13194,25637,tm121789,John Ford,DIRECTOR
13251,209719,tm116122,Sergey Bondarchuk,DIRECTOR
13268,43887,tm10672,Samuel Fuller,DIRECTOR
13287,210814,tm187937,Satyajit Ray,DIRECTOR
13310,71289,tm10388,Joseph Losey,DIRECTOR
13336,33227,tm124443,Ishirō Honda,DIRECTOR
13396,209719,tm145899,Sergey Bondarchuk,DIRECTOR
13428,23732,tm106126,Ingmar Bergman,DIRECTOR
13439,149558,tm187174,Yasuzō Masumura,DIRECTOR
13450,499952,tm13792,William Greaves,DIRECTOR
13457,223358,tm32893,Robert Drew,DIRECTOR
13473,131728,tm132905,Roy Del Ruth,DIRECTOR
13480,210814,tm77906,Satyajit Ray,DIRECTOR
13486,23732,tm79826,Ingmar Bergman,DIRECTOR
13500,29447,tm2553,Joseph L. Mankiewicz,DIRECTOR
13538,222227,tm188189,Kenji Misumi,DIRECTOR
13547,69944,tm16186,Agnès Varda,DIRECTOR
13561,222227,tm156310,Kenji Misumi,DIRECTOR
13591,219376,tm16341,Kihachi Okamoto,DIRECTOR
13607,66191,tm17363,Curtis Bernhardt,DIRECTOR
13610,552376,tm70446,Saul J. Turell,DIRECTOR
13619,324895,tm112936,Yoshio Inoue,DIRECTOR
13625,152153,tm46666,Romolo Marcellini,DIRECTOR
13656,525705,tm113969,Yoshiyuki Kuroda,DIRECTOR
13672,35342,tm122333,Volker Schlöndorff,DIRECTOR
13673,34645,tm122333,Margarethe von Trotta,DIRECTOR
13722,21759,tm1834,Charlie Chaplin,DIRECTOR
13742,539328,tm119954,Kazui Nihonmatsu,DIRECTOR
13761,465749,tm96848,Alberto Isaac,DIRECTOR
13804,36601,tm37939,John Farrow,DIRECTOR
13829,210814,tm79781,Satyajit Ray,DIRECTOR
13842,764,tm37990,Robert Day,DIRECTOR
13843,1527442,tm918143,The Film Group,DIRECTOR
13844,1527442,tm918174,The Film Group,DIRECTOR
13872,88848,tm86392,Rainer Werner Fassbinder,DIRECTOR
13897,71289,tm120377,Joseph Losey,DIRECTOR
13929,338681,tm156318,Buichi Saito,DIRECTOR
13951,210814,tm70261,Satyajit Ray,DIRECTOR
13952,22185,tm67975,Mike Gray,DIRECTOR
13953,643421,tm67975,Bill Cottle,DIRECTOR
13954,1527442,tm918144,The Film Group,DIRECTOR
13960,525149,tm82110,Howard Alk,DIRECTOR
13961,22185,tm82110,Mike Gray,DIRECTOR
13962,1527442,tm918245,The Film Group,DIRECTOR
13963,1527442,tm918188,The Film Group,DIRECTOR
13966,741783,tm364758,Theo Hörmann,DIRECTOR
13967,204293,tm310755,Masahiro Shinoda,DIRECTOR
13977,400548,tm312747,Jean Beaudin,DIRECTOR
13978,553742,tm312747,Marcel Carrière,DIRECTOR
13979,1736313,tm312747,Georges Dufaux,DIRECTOR
13980,501184,tm312747,Jean-Claude Labrecque,DIRECTOR
13985,134091,tm352015,Tancred Ibsen,DIRECTOR
14121,3308,tm155787,Martin Scorsese,DIRECTOR
14176,8212,tm138000,Tim Burton,DIRECTOR
14205,8212,tm39601,Tim Burton,DIRECTOR
14246,27540,tm20356,Emile Ardolino,DIRECTOR
14287,17478,tm18429,Norman Jewison,DIRECTOR
14340,224,tm138875,Rob Reiner,DIRECTOR
14362,4913,tm118854,Frank Oz,DIRECTOR
14385,43323,tm155792,Steve Barron,DIRECTOR
14416,3238,tm169972,Robert Zemeckis,DIRECTOR
14444,23530,tm56970,Peter Yates,DIRECTOR
14493,6247,tm178634,Jerry Zucker,DIRECTOR
14494,6251,tm178634,David Zucker,DIRECTOR
14495,6248,tm178634,Jim Abrahams,DIRECTOR
14518,12423,tm136048,Cameron Crowe,DIRECTOR
14529,26781,tm38744,Hayao Miyazaki,DIRECTOR
14560,925,tm2386,Wes Craven,DIRECTOR
14610,11594,tm23389,Brian De Palma,DIRECTOR
14643,11994,tm120571,Francis Ford Coppola,DIRECTOR
14691,24762,tm59503,David Cronenberg,DIRECTOR
14727,16817,tm126876,Joel Schumacher,DIRECTOR
14745,2783,tm167341,Joel Coen,DIRECTOR
14765,20926,tm174079,Wim Wenders,DIRECTOR
14825,12424,tm28826,James L. Brooks,DIRECTOR
14871,15233,tm45681,Sydney Pollack,DIRECTOR
14917,10437,tm52994,Barry Levinson,DIRECTOR
14969,3268,tm155112,Kevin Costner,DIRECTOR
14987,21313,tm46135,Lawrence Kasdan,DIRECTOR
15012,13652,tm44004,Tobe Hooper,DIRECTOR
15068,2779,tm126527,Steven Spielberg,DIRECTOR
15117,24762,tm128346,David Cronenberg,DIRECTOR
15214,13763,tm23477,Oliver Stone,DIRECTOR
15254,11473,tm130453,Terry Gilliam,DIRECTOR
15276,7684,tm130740,George Miller,DIRECTOR
15292,1534,tm127481,Jackie Chan,DIRECTOR
15333,10437,tm43389,Barry Levinson,DIRECTOR
15364,28081,tm155092,John Patrick Shanley,DIRECTOR
15419,18051,tm173440,Joe Dante,DIRECTOR
15459,24232,tm21937,Adrian Lyne,DIRECTOR
15499,5005,tm153463,Tony Scott,DIRECTOR
15522,52854,tm154417,Allan Moyle,DIRECTOR
15549,4913,tm51170,Frank Oz,DIRECTOR
15550,25699,tm51170,Jim Henson,DIRECTOR
15585,48345,tm50296,Paul Brickman,DIRECTOR
15655,29256,tm50355,Philip Kaufman,DIRECTOR
15660,34590,tm123706,Louis Malle,DIRECTOR
15725,15224,tm21072,Richard Donner,DIRECTOR
15739,102299,tm127046,Michael Schultz,DIRECTOR
15764,128872,tm24043,Gary Goddard,DIRECTOR
15797,64220,tm124683,Juzo Itami,DIRECTOR
15822,26781,tm140029,Hayao Miyazaki,DIRECTOR
15843,37080,tm128153,Desmond Davis,DIRECTOR
15883,21376,tm152956,Alan J. Pakula,DIRECTOR
15908,44896,tm119150,Alan Metter,DIRECTOR
15923,34792,tm26610,Bruce Robinson,DIRECTOR
15929,219,tm126477,Paul Reubens,DIRECTOR
15930,64608,tm126477,Marty Callner,DIRECTOR
16009,10843,tm53756,John Landis,DIRECTOR
16018,12980,tm438096,Tommy Lee Wallace,DIRECTOR
16037,55925,tm20552,Fred Schepisi,DIRECTOR
16060,57505,tm119266,Sidney J. Furie,DIRECTOR
16081,7684,tm24506,George Miller,DIRECTOR
16119,53674,tm55174,Stephen Chiodo,DIRECTOR
16139,19352,tm122972,Richard Fleischer,DIRECTOR
16180,99075,tm124826,Steve Gordon,DIRECTOR
16195,38854,tm112018,Robert Harmon,DIRECTOR
16221,26781,tm170523,Hayao Miyazaki,DIRECTOR
16315,20926,tm19116,Wim Wenders,DIRECTOR
16344,1516,tm25657,Chuck Russell,DIRECTOR
16378,30336,tm117078,James Foley,DIRECTOR
16410,46452,tm128879,James Ivory,DIRECTOR
16431,21846,tm2413,Peter Hyams,DIRECTOR
16480,45795,tm148396,Herbert Ross,DIRECTOR
16506,72145,tm169086,Stewart Raffill,DIRECTOR
16556,6050,tm126659,Clint Eastwood,DIRECTOR
16576,26781,tm121105,Hayao Miyazaki,DIRECTOR
16607,11685,tm21058,Bernardo Bertolucci,DIRECTOR
16641,18051,tm154233,Joe Dante,DIRECTOR
16661,27082,tm136864,Don Bluth,DIRECTOR
16696,29135,tm123844,Lewis Teague,DIRECTOR
16727,127531,tm20408,Gabriel Axel,DIRECTOR
16764,26809,tm154303,Stephen Frears,DIRECTOR
16791,38736,tm129369,Jack Sholder,DIRECTOR
16800,5882,tm132147,Al Reinert,DIRECTOR
16819,38145,tm114909,Mark L. Lester,DIRECTOR
16846,16451,tm130223,Andrei Konchalovsky,DIRECTOR
16858,36496,tm164425,John Derek,DIRECTOR
16874,31627,tm153311,Andrew Bergman,DIRECTOR
16904,25961,tm132688,Pedro Almodóvar,DIRECTOR
16926,14084,tm51354,Blake Edwards,DIRECTOR
16946,1534,tm48597,Jackie Chan,DIRECTOR
17024,3180,tm58978,Sylvester Stallone,DIRECTOR
17060,31649,tm155910,John Harrison,DIRECTOR
17109,23732,tm57296,Ingmar Bergman,DIRECTOR
17115,492066,tm134485,Masanori Hata,DIRECTOR
17146,6050,tm50684,Clint Eastwood,DIRECTOR
17194,23286,tm151966,Simon Wincer,DIRECTOR
17207,469034,tm138880,Richard Greenberg,DIRECTOR
17220,15224,tm45687,Richard Donner,DIRECTOR
17249,43522,tm1055,Bob Clark,DIRECTOR
17304,56863,tm149536,Agnieszka Holland,DIRECTOR
17312,27148,tm114906,Jim Jarmusch,DIRECTOR
17337,7782,tm142895,John G. Avildsen,DIRECTOR
17354,68193,tm139691,Paul Flaherty,DIRECTOR
17386,15224,tm142336,Richard Donner,DIRECTOR
17454,7204,tm156285,Jack Nicholson,DIRECTOR
17470,45795,tm126481,Herbert Ross,DIRECTOR
17506,34590,tm20422,Louis Malle,DIRECTOR
17508,143215,tm57381,Steven J. Santos,DIRECTOR
17539,17897,tm46986,Buddy Van Horn,DIRECTOR
17554,23552,tm20855,Charles Shyer,DIRECTOR
17590,64142,tm156574,Whit Stillman,DIRECTOR
17602,249492,tm128245,Ken Shapiro,DIRECTOR
17625,29954,tm115170,Neil Jordan,DIRECTOR
17669,590104,tm141928,Stephen Hopkins,DIRECTOR
17691,5658,tm143519,Eddie Murphy,DIRECTOR
17723,108610,tm46512,Damiano Damiani,DIRECTOR
17755,19495,tm174462,Jeannot Szwarc,DIRECTOR
17762,65494,tm67089,Robert Bresson,DIRECTOR
17814,40371,tm127121,John Schlesinger,DIRECTOR
17854,9009,tm164178,Paul Mazursky,DIRECTOR
17868,27148,tm174504,Jim Jarmusch,DIRECTOR
17932,31231,tm156624,Jane Campion,DIRECTOR
17946,397140,tm125811,Donna Deitch,DIRECTOR
17984,31231,tm142209,Jane Campion,DIRECTOR
18004,47097,tm162157,Reginald Hudlin,DIRECTOR
18063,67817,tm54669,Daniel Petrie,DIRECTOR
18090,88842,tm127587,Jeremy Kagan,DIRECTOR
18127,18040,tm55992,Paul Bartel,DIRECTOR
18141,48399,tm47958,Brian Gilbert,DIRECTOR
18186,16857,tm50644,Richard Lester,DIRECTOR
18188,46014,tm132370,Thomas Schlamme,DIRECTOR
18201,54397,tm57259,Susan Seidelman,DIRECTOR
18221,465964,tm49208,Frank LaLoggia,DIRECTOR
18249,94122,tm121599,Karel Reisz,DIRECTOR
18259,34890,tm138762,Michael Moore,DIRECTOR
18313,57505,tm20168,Sidney J. Furie,DIRECTOR
18335,22088,tm61779,Ted Kotcheff,DIRECTOR
18389,65989,tm125547,Luis Puenzo,DIRECTOR
18403,57505,tm52234,Sidney J. Furie,DIRECTOR
18423,14034,tm125812,Lasse Hallström,DIRECTOR
18439,19352,tm56245,Richard Fleischer,DIRECTOR
18453,17900,tm175611,John Huston,DIRECTOR
18478,88848,tm57120,Rainer Werner Fassbinder,DIRECTOR
18488,202921,tm131259,Arna Selznick,DIRECTOR
18538,126529,tm132227,Carl Schenkel,DIRECTOR
18578,29187,tm120284,J. Lee Thompson,DIRECTOR
18614,94122,tm124795,Karel Reisz,DIRECTOR
18628,69816,tm120767,D. A. Pennebaker,DIRECTOR
18629,69815,tm120767,Chris Hegedus,DIRECTOR
18663,33778,tm131677,Ken Finkleman,DIRECTOR
18681,116907,tm137570,John D. Hancock,DIRECTOR
18697,33856,tm178667,Rob Epstein,DIRECTOR
18701,69510,tm347032,Jon Alpert,DIRECTOR
18732,88848,tm129640,Rainer Werner Fassbinder,DIRECTOR
18766,115635,tm146932,Peter Markle,DIRECTOR
18775,210814,tm176696,Satyajit Ray,DIRECTOR
18783,178754,tm50643,Charles Burnett,DIRECTOR
18796,88899,tm28893,John Elias Michalakis,DIRECTOR
18831,210814,tm145240,Satyajit Ray,DIRECTOR
18862,492390,tm115400,Mark Story,DIRECTOR
18882,66554,tm230325,Tom Topor,DIRECTOR
18897,1649328,tm657921,Allen Foster,DIRECTOR
18911,217201,tm141911,Philip Saville,DIRECTOR
18916,69816,tm147019,D. A. Pennebaker,DIRECTOR
18918,493760,tm347832,Bud Greenspan,DIRECTOR
18927,178757,tm39932,Julie Dash,DIRECTOR
18928,741902,tm364856,Lee Kwang-soo,DIRECTOR
18930,407628,tm749734,Michael Sporn,DIRECTOR
18934,1909435,tm452341,Marshall Wiemer,DIRECTOR
18944,407628,tm762332,Michael Sporn,DIRECTOR
18955,407628,tm753096,Michael Sporn,DIRECTOR
18992,2779,tm184504,Steven Spielberg,DIRECTOR
19043,13929,tm23894,Mary Harron,DIRECTOR
19116,38986,tm124634,Robert Altman,DIRECTOR
19165,6591,tm124721,Sam Raimi,DIRECTOR
19257,20347,tm191716,Gus Van Sant,DIRECTOR
19307,2964,tm15897,David Fincher,DIRECTOR
19375,8864,tm68909,Peter Weir,DIRECTOR
19441,3156,tm8613,James Cameron,DIRECTOR
19467,5857,tm62241,Stephen Sommers,DIRECTOR
19590,10791,tm189434,Andrew Davis,DIRECTOR
19657,1752,tm119206,Frank Darabont,DIRECTOR
19698,7564,tm108242,Jan de Bont,DIRECTOR
19728,19086,tm130960,Jonathan Lynn,DIRECTOR
19742,1725,tm19313,Christopher Nolan,DIRECTOR
19838,13025,tm191013,Paul Thomas Anderson,DIRECTOR
19876,21388,tm8927,Kathryn Bigelow,DIRECTOR
19889,33984,tm112614,Wong Kar-wai,DIRECTOR
19927,5216,tm10,Lana Wachowski,DIRECTOR
19928,5215,tm10,Lilly Wachowski,DIRECTOR
19992,20484,tm27388,Donald Petrie,DIRECTOR
20027,14486,tm16284,Amy Heckerling,DIRECTOR
20105,2779,tm193042,Steven Spielberg,DIRECTOR
20187,6341,tm113513,Peter Farrelly,DIRECTOR
20247,6976,tm109186,Baz Luhrmann,DIRECTOR
20281,6050,tm128806,Clint Eastwood,DIRECTOR
20293,33984,tm18499,Wong Kar-wai,DIRECTOR
20347,223,tm56574,Nora Ephron,DIRECTOR
20402,10468,tm192037,Paul Verhoeven,DIRECTOR
20428,2266,tm123099,Quentin Tarantino,DIRECTOR
20474,28334,tm105127,Mike Nichols,DIRECTOR
20508,4665,tm109444,Wes Anderson,DIRECTOR
20545,2266,tm191766,Quentin Tarantino,DIRECTOR
20598,1752,tm54285,Frank Darabont,DIRECTOR
20654,7564,tm192870,Jan de Bont,DIRECTOR
20705,11173,tm16927,Christopher Guest,DIRECTOR
20732,1556,tm49650,Frank Coraci,DIRECTOR
20761,14595,tm17510,F. Gary Gray,DIRECTOR
20820,707630,tm64924,John Dahl,DIRECTOR
20871,8212,tm128715,Tim Burton,DIRECTOR
20928,5763,tm65637,Brett Ratner,DIRECTOR
20965,54394,tm9322,Carl Franklin,DIRECTOR
21015,26809,tm21226,Stephen Frears,DIRECTOR
21027,33984,tm13251,Wong Kar-wai,DIRECTOR
21063,4063,tm15925,Ang Lee,DIRECTOR
21103,5268,tm107359,Robert Rodriguez,DIRECTOR
21140,16817,tm16069,Joel Schumacher,DIRECTOR
21148,49753,tm41646,Daniel Myrick,DIRECTOR
21149,29154,tm41646,Eduardo Sánchez,DIRECTOR
21163,26781,tm192569,Hayao Miyazaki,DIRECTOR
21203,237426,tm55649,James Merendino,DIRECTOR
21237,60588,tm61037,Josef Rusnak,DIRECTOR
21282,31405,tm114572,Michael Lehmann,DIRECTOR
21357,17056,tm126913,David Lynch,DIRECTOR
21449,16817,tm190778,Joel Schumacher,DIRECTOR
21472,12063,tm189840,Kenneth Branagh,DIRECTOR
21493,24318,tm48053,Peter Howitt,DIRECTOR
21518,4591,tm9571,Ridley Scott,DIRECTOR
21540,18307,tm61715,Renny Harlin,DIRECTOR
21575,30590,tm7958,Ron Underwood,DIRECTOR
21594,82943,tm9144,Todd Solondz,DIRECTOR
21618,48314,tm189832,Eric Radomski,DIRECTOR
21619,15285,tm189832,Bruce Timm,DIRECTOR
21673,12534,tm54441,Mimi Leder,DIRECTOR
21721,9898,tm122429,Mike Newell,DIRECTOR
21728,92183,ts4567,Martin Dennis,DIRECTOR
21776,81432,tm61554,Rob Bowman,DIRECTOR
21793,115792,ts21034,Yasunao Aoki,DIRECTOR
21794,200167,ts21034,Masashi Ikeda,DIRECTOR
21857,56046,tm59549,Robert Iscove,DIRECTOR
21902,52010,tm189764,Albert Hughes,DIRECTOR
21903,24502,tm189764,Allen Hughes,DIRECTOR
21925,27148,tm13330,Jim Jarmusch,DIRECTOR
21936,33157,tm192933,Michael Haneke,DIRECTOR
21967,11847,tm19648,Wolfgang Petersen,DIRECTOR
22039,1516,tm111163,Chuck Russell,DIRECTOR
22058,22505,tm191069,Gregory Nava,DIRECTOR
22086,56863,tm189636,Agnieszka Holland,DIRECTOR
22121,5268,tm59928,Robert Rodriguez,DIRECTOR
22185,31566,tm125410,Spike Lee,DIRECTOR
22222,11473,tm5859,Terry Gilliam,DIRECTOR
22275,1324,tm20110,Ron Howard,DIRECTOR
22303,26007,tm47510,Jamie Blanks,DIRECTOR
22398,22408,tm112659,Joe Pytka,DIRECTOR
22453,22658,tm51916,Bruce Beresford,DIRECTOR
22479,8024,tm189324,Guillermo del Toro,DIRECTOR
22550,15224,tm16724,Richard Donner,DIRECTOR
22584,16790,tm121965,Robert Benton,DIRECTOR
22637,21376,tm188529,Alan J. Pakula,DIRECTOR
22719,18526,tm191862,James Mangold,DIRECTOR
22741,17827,tm111589,Douglas McGrath,DIRECTOR
22754,72712,tm124259,Brett Leonard,DIRECTOR
22812,31627,tm113573,Andrew Bergman,DIRECTOR
22829,49803,tm14046,Bryan Spicer,DIRECTOR
22849,29954,tm126118,Neil Jordan,DIRECTOR
22922,47742,tm8446,Michael Pressman,DIRECTOR
22930,34004,tm104131,Carroll Ballard,DIRECTOR
22947,8024,tm192833,Guillermo del Toro,DIRECTOR
22963,1943,tm19016,Bonnie Hunt,DIRECTOR
22982,75419,tm124134,André Bonzel,DIRECTOR
22983,75420,tm124134,Rémy Belvaux,DIRECTOR
22984,16323,tm124134,Benoît Poelvoorde,DIRECTOR
23002,5047,tm191016,Jonathan Mostow,DIRECTOR
23024,36145,tm17817,Gina Prince-Bythewood,DIRECTOR
23037,466604,tm190312,Sherman Wong,DIRECTOR
23071,16588,tm21177,Stephen Daldry,DIRECTOR
23090,56460,tm42412,Mikael Salomon,DIRECTOR
23104,40241,tm186297,Krzysztof Kieślowski,DIRECTOR
23144,11847,tm11081,Wolfgang Petersen,DIRECTOR
23173,21846,tm189740,Peter Hyams,DIRECTOR
23202,3447,tm192831,Gore Verbinski,DIRECTOR
23204,66025,tm43813,Rocco Urbisci,DIRECTOR
23214,55669,tm118001,Steve James,DIRECTOR
23271,76290,tm105539,Mike Leigh,DIRECTOR
23287,24990,tm9301,Joseph Ruben,DIRECTOR
23309,23009,tm10921,Michael Caton-Jones,DIRECTOR
23410,3770,tm24462,Nancy Meyers,DIRECTOR
23431,590104,tm40390,Stephen Hopkins,DIRECTOR
23449,21155,tm15476,Andy Tennant,DIRECTOR
23490,14653,tm22886,Curtis Hanson,DIRECTOR
23506,40241,tm117953,Krzysztof Kieślowski,DIRECTOR
23561,12063,tm122453,Kenneth Branagh,DIRECTOR
23596,13660,tm116033,Kim Henkel,DIRECTOR
23629,66773,tm63814,Bruce McCulloch,DIRECTOR
23643,26781,tm128586,Hayao Miyazaki,DIRECTOR
23664,13116,tm110529,Lars von Trier,DIRECTOR
23694,46139,tm354,Shin Sang-ok,DIRECTOR
23722,9707,tm9369,Paul W. S. Anderson,DIRECTOR
23744,10036,tm46522,Michael Cristofer,DIRECTOR
23790,15388,tm191271,Betty Thomas,DIRECTOR
23814,7035,tm128357,Richard Attenborough,DIRECTOR
23854,23216,tm105027,Olivier Assayas,DIRECTOR
23917,15388,tm60386,Betty Thomas,DIRECTOR
23960,37300,tm64916,Norton Virgien,DIRECTOR
23961,110391,tm64916,Igor Kovalyov,DIRECTOR
23977,14915,tm127779,Alfonso Aráu,DIRECTOR
24019,925,tm117383,Wes Craven,DIRECTOR
24043,50060,tm56731,Bille August,DIRECTOR
24074,27148,tm8194,Jim Jarmusch,DIRECTOR
24107,7639,tm52751,Barry Sonnenfeld,DIRECTOR
24151,6050,tm18331,Clint Eastwood,DIRECTOR
24176,63724,tm189379,Adam Marcus,DIRECTOR
24191,6050,tm15131,Clint Eastwood,DIRECTOR
24213,40241,tm118926,Krzysztof Kieślowski,DIRECTOR
24262,10791,tm53038,Andrew Davis,DIRECTOR
24274,599755,tm15124,Greg Beeman,DIRECTOR
24308,93962,tm18138,Paul Demeyer,DIRECTOR
24309,409816,tm18138,Stig Bergqvist,DIRECTOR
24332,462149,tm13620,Yoshifumi Kondō,DIRECTOR
24382,53707,tm19293,Joe Berlinger,DIRECTOR
24412,33870,tm190486,Stuart Gillard,DIRECTOR
24419,34606,tm190323,Abbas Kiarostami,DIRECTOR
24478,7564,tm192649,Jan de Bont,DIRECTOR
24511,36471,tm11388,Rachel Talalay,DIRECTOR
24536,31405,tm108542,Michael Lehmann,DIRECTOR
24560,87887,tm60832,David Nutter,DIRECTOR
24594,8781,tm21423,Billy Bob Thornton,DIRECTOR
24659,30815,tm62537,Tim Hill,DIRECTOR
24674,31484,tm125142,Robert Mandel,DIRECTOR
24688,46989,tm7818,Isao Takahata,DIRECTOR
24714,19970,tm10112,Russell Mulcahy,DIRECTOR
24722,1345194,ts21561,Vincent Waller,DIRECTOR
24723,391396,ts21561,Robert Alvarez,DIRECTOR
24724,112445,ts21561,Ben Jones,DIRECTOR
24725,1586186,ts21561,Michael Ouweleen,DIRECTOR
24726,1586187,ts21561,Erik Richter,DIRECTOR
24751,12152,tm184317,George A. Romero,DIRECTOR
24758,33157,tm128046,Michael Haneke,DIRECTOR
24770,14653,tm116338,Curtis Hanson,DIRECTOR
24772,66025,tm124017,Rocco Urbisci,DIRECTOR
24796,13116,tm9587,Lars von Trier,DIRECTOR
24814,25878,tm27928,Steve Carr,DIRECTOR
24829,22661,tm8676,Lili Fini Zanuck,DIRECTOR
24832,64710,tm24890,Stan Lathan,DIRECTOR
24836,594803,tm103877,Kary Antholis,DIRECTOR
24866,16532,tm8900,Forest Whitaker,DIRECTOR
24882,6742,tm54842,Robert B. Weide,DIRECTOR
24927,103409,tm108434,Arlene Sanford,DIRECTOR
24958,20926,tm44678,Wim Wenders,DIRECTOR
24981,22707,tm112500,Paul Weiland,DIRECTOR
25034,6937,tm62740,Sean McNamara,DIRECTOR
25056,43959,tm23715,Curt Geda,DIRECTOR
25144,17614,tm184648,Roger Spottiswoode,DIRECTOR
25165,15224,tm127769,Richard Donner,DIRECTOR
25200,47097,tm22946,Reginald Hudlin,DIRECTOR
25252,84508,tm14532,Chris Gerolmo,DIRECTOR
25282,55925,tm185650,Fred Schepisi,DIRECTOR
25351,12534,tm192925,Mimi Leder,DIRECTOR
25372,1338567,tm18375,Andrzej Bartkowiak,DIRECTOR
25391,46989,tm120341,Isao Takahata,DIRECTOR
25407,10978,tm113831,Greg Mottola,DIRECTOR
25412,6315,tm114158,Steven Soderbergh,DIRECTOR
25447,15224,tm122409,Richard Donner,DIRECTOR
25466,38736,tm21085,Jack Sholder,DIRECTOR
25467,5104,tm21085,Walter Hill,DIRECTOR
25524,37772,tm45935,Kelly Makin,DIRECTOR
25544,599755,tm125675,Greg Beeman,DIRECTOR
25595,15224,tm56110,Richard Donner,DIRECTOR
25637,45516,tm44032,Gary Halvorson,DIRECTOR
25672,40309,tm190562,Kenneth Johnson,DIRECTOR
25680,85777,tm43342,Keith Truesdell,DIRECTOR
25698,23286,tm9142,Simon Wincer,DIRECTOR
25710,18091,tm54397,Richard Benjamin,DIRECTOR
25747,29747,tm17536,Dwight H. Little,DIRECTOR
25776,30456,tm192727,John R. Leonetti,DIRECTOR
25791,52400,tm192203,"George Tillman, Jr.",DIRECTOR
25806,40417,tm57667,John Roberts,DIRECTOR
25828,51513,tm52669,Boyd Kirkland,DIRECTOR
25848,14255,tm17954,William Friedkin,DIRECTOR
25862,148448,tm189061,Tomomi Mochizuki,DIRECTOR
25872,69816,tm188584,D. A. Pennebaker,DIRECTOR
25873,69815,tm188584,Chris Hegedus,DIRECTOR
25892,16601,tm192608,Jim Kouf,DIRECTOR
25918,15388,tm107842,Betty Thomas,DIRECTOR
25931,457755,tm116656,C.M. Talkington,DIRECTOR
25963,3630,tm9832,Martin Campbell,DIRECTOR
25982,26809,tm109283,Stephen Frears,DIRECTOR
26005,6315,tm106238,Steven Soderbergh,DIRECTOR
26036,159899,tm107754,Farhad Mann,DIRECTOR
26056,44333,tm216,Errol Morris,DIRECTOR
26088,26804,tm48310,Mic Rodgers,DIRECTOR
26156,14084,tm10254,Blake Edwards,DIRECTOR
26211,223,tm17650,Nora Ephron,DIRECTOR
26224,29232,tm46012,Sam Weisman,DIRECTOR
26239,14324,tm46657,Dean Parisot,DIRECTOR
26273,117628,tm49065,Benjamin Ross,DIRECTOR
26286,57439,tm118846,Doug McHenry,DIRECTOR
26299,126482,tm16303,Robert Markowitz,DIRECTOR
26322,57439,tm7047,Doug McHenry,DIRECTOR
26323,294911,tm7047,George Jackson,DIRECTOR
26345,16817,tm9298,Joel Schumacher,DIRECTOR
26364,448756,tm117862,Eric Meza,DIRECTOR
26424,31566,tm2836,Spike Lee,DIRECTOR
26434,46989,tm62394,Isao Takahata,DIRECTOR
26448,73389,tm191749,Sam Pillsbury,DIRECTOR
26456,417662,tm126731,Arthur Ginsberg,DIRECTOR
26468,69510,tm364364,Jon Alpert,DIRECTOR
26480,13484,tm11249,Nicholas Meyer,DIRECTOR
26518,18470,tm114578,John Frankenheimer,DIRECTOR
26519,69510,tm256444,Jon Alpert,DIRECTOR
26520,329330,tm256444,Nina Rosenblum,DIRECTOR
26536,46105,tm110254,Larry Leker,DIRECTOR
26537,28004,tm110254,Paul Sabella,DIRECTOR
26559,36685,tm48877,Martha Coolidge,DIRECTOR
26570,210814,tm9427,Satyajit Ray,DIRECTOR
26586,13484,tm46286,Nicholas Meyer,DIRECTOR
26617,8825,tm10732,Uli Edel,DIRECTOR
26639,189424,tm452231,George Roy,DIRECTOR
26662,143707,tm28201,Pedro Costa,DIRECTOR
26676,277510,tm19595,Mark Jonathan Harris,DIRECTOR
26678,85777,tm61067,Keith Truesdell,DIRECTOR
26694,24366,tm105040,Kevin Hooks,DIRECTOR
26707,45934,tm51481,John Irvin,DIRECTOR
26722,16850,tm192260,Christopher Reeve,DIRECTOR
26743,55769,tm44401,Richard Pearce,DIRECTOR
26749,87201,tm197916,Clive A. Smith,DIRECTOR
26756,70807,tm190720,Daniel Petrie Jr.,DIRECTOR
26758,46014,tm120969,Thomas Schlamme,DIRECTOR
26772,69944,tm188050,Agnès Varda,DIRECTOR
26775,85777,tm57952,Keith Truesdell,DIRECTOR
26786,275723,tm1041075,Phillip Schopper,DIRECTOR
26813,69944,tm7598,Agnès Varda,DIRECTOR
26814,468169,tm121913,Marilyn Mulford,DIRECTOR
26815,116431,tm121913,Connie Field,DIRECTOR
26816,439227,tm908766,Deborah Dickson,DIRECTOR
26817,881218,tm908766,Susan Froemke,DIRECTOR
26818,53148,tm908766,Albert Maysles,DIRECTOR
26834,57172,tm189855,Stephen Tolkin,DIRECTOR
26853,27674,tm11738,Mick Jackson,DIRECTOR
26863,119388,tm879229,Jason Chaet,DIRECTOR
26878,65453,tm11296,Ken Olin,DIRECTOR
26908,449804,tm117749,Jonathan Darby,DIRECTOR
26926,51476,tm192292,Joseph Sargent,DIRECTOR
26930,38906,tm63783,Troy Miller,DIRECTOR
